--------------------------------------------------------
EVENT #1
--------------------------------------------------------
element | pdgId    | status  | mothers           | daughters         | pT           | Eta          | Phi          | E            | mass
31      | 2        | 71      | 0                 | 34-35             | 58.0041      | 3.22072      | 1.83704      | 727.548      | 0.33         
32      | 21       | 71      | 0                 | 34-35             | 5.11616      | 3.36508      | 1.85146      | 74.1089      | 1.90735e-06  
33      | 21       | 71      | 0                 | 34-35             | 27.3872      | 3.0812       | 1.95079      | 298.938      | 0.427916     
34      | 323      | 2       | 0                 |                   | 1.03124      | 2.33605      | 1.48471      | 5.47313      | 0.997009     
35      | 2212     | 1       | 0                 |                   | 1.09092      | 8.55784      | -2.22976     | 2840.45      | 0.93827      
36      | 1        | 71      | 0                 | 43                | 23.7138      | -4.04604     | -0.933578    | 678.075      | 0.33         
37      | 21       | 71      | 0                 | 43                | 5.16257      | -1.72692     | 1.13022      | 14.9744      | -5.05762e-07 
38      | 21       | 71      | 0                 | 43                | 7.43958      | -0.98033     | -2.14596     | 11.3101      | -4.76837e-07 
39      | 21       | 71      | 0                 | 43                | 8.44078      | -1.03641     | -2.01551     | 13.3947      | -5.59141e-07 
40      | 21       | 71      | 0                 | 43                | 50.9776      | -1.07878     | -2.0719      | 83.6314      | -2.33602e-06 
41      | 21       | 71      | 0                 | 43                | 9.74712      | -0.982451    | -2.14844     | 14.8419      | -6.84805e-07 
42      | 21       | 71      | 0                 | 43                | 6.35773      | -2.42521     | 2.73414      | 36.2171      | -1.3487e-06  
43      | 310      | 1       | 0                 |                   | 19.7439      | -1.06903     | -2.10497     | 32.1458      | 0.49761      
--------------------------------------------------------
EVENT #14
--------------------------------------------------------
element | pdgId    | status  | mothers           | daughters         | pT           | Eta          | Phi          | E            | mass
1       | 2212     | 4       | 0                 | 3 24-25 28-43 45-48 53-56 | 0            | 29256        | 0            | 6500         | 0.93827      
2       | 2212     | 4       | 0                 | 4 24 26-27 36 41-43 45-48 53-56 | 0            | -29256       | 0            | 6500         | 0.93827      
3       | 21       | 21      | 0                 | 5                 | 0            | 22906.6      | 0            | 150.582      | 0            
4       | 21       | 21      | 0                 | 5                 | 0            | -24579.3     | 0            | 1823.35      | 0            
5       | 25       | 22      | 0                 | 6                 | 0            | -24428.8     | 0            | 1973.93      | 1047.97      
6       | 25       | 44      | 0                 | 7                 | 575.559      | -1.57894     | 3.07371      | 1793.13      | 1047.97      
7       | 25       | 44      | 0                 | 8                 | 575.082      | -1.55676     | -3.05012     | 1768.5       | 1047.97      
8       | 25       | 44      | 0                 | 9                 | 580.795      | -1.54762     | -3.05159     | 1770.25      | 1047.97      
9       | 25       | 44      | 0                 | 10                | 581.087      | -1.54752     | -3.04182     | 1770.73      | 1047.97      
10      | 25       | 44      | 0                 | 11                | 580.989      | -1.54752     | -3.04022     | 1770.53      | 1047.97      
11      | 25       | 44      | 0                 | 12                | 584.148      | -1.54216     | -3.04181     | 1771.14      | 1047.97      
12      | 25       | 62      | 0                 | 13-14             | 581.393      | -1.54675     | -3.04567     | 1770.53      | 1047.97      
13      | 4900001  | 22      | 0                 | 15-16             | 711.799      | -1.10339     | 2.53911      | 1191.94      | 50.3447      
14      | -4900001 | 22      | 0                 | 17-18             | 459.119      | -0.700434    | -1.55391     | 578.591      | 50.0298      
15      | 4900022  | 22      | 0                 | 19-20             | 584.601      | -1.13083     | 2.5538       | 999.956      | 1.05435      
16      | 4900004  | 1       | 0                 |                   | 127.55       | -0.966951    | 2.47177      | 191.983      | 2            
17      | 4900022  | 22      | 0                 | 21-23             | 84.213       | -0.834222    | -1.37016     | 115.26       | 1.07322      
18      | -4900004 | 1       | 0                 |                   | 376.638      | -0.666089    | -1.59477     | 463.33       | 2            
19      | 13       | 1       | 0                 |                   | 49.7121      | -1.13549     | 2.55083      | 85.3545      | 0.10566      
20      | -13      | 1       | 0                 |                   | 534.889      | -1.13039     | 2.55407      | 914.601      | 0.10566      
21      | 211      | 1       | 0                 |                   | 37.51        | -0.836791    | -1.35938     | 51.4272      | 0.13957      
22      | -211     | 1       | 0                 |                   | 18.448       | -0.825296    | -1.38634     | 25.0957      | 0.13957      
23      | 111      | 2       | 0                 | 49-50             | 28.2598      | -0.8365      | -1.37391     | 38.7373      | 0.13498      
24      | 1        | 71      | 0                 | 51-52             | 0.45344      | -3.93208     | 0.270454     | 11.5748      | 0.33         
25      | 2101     | 71      | 0                 | 51-52             | 0.502418     | 9.7966       | -2.43628     | 4514.89      | 0.57933      
26      | 2        | 71      | 0                 | 36 42-43 45 53-56 | 0.577833     | -6.45088     | -1.42209     | 182.96       | 0.33         
27      | 21       | 71      | 0                 | 36 42-43 45 53-56 | 5.42417      | -1.79853     | 1.4897       | 16.8319      | -4.76837e-07 
28      | 21       | 71      | 0                 | 36 42-43 45 53-56 | 11.8515      | 0.0268998    | -0.256101    | 11.8558      | 2.05837e-07  
29      | 21       | 71      | 0                 | 36 42-43 45 53-56 | 198.465      | 0.0718382    | -0.278616    | 198.977      | 4.8423e-06   
30      | 21       | 71      | 0                 | 36 42-43 45 53-56 | 33.8007      | 0.0832452    | -0.268048    | 33.9179      | -2.34664e-07 
31      | 21       | 71      | 0                 | 36 42-43 45 53-56 | 66.8888      | 0.060872     | -0.280155    | 67.0128      | -3.72231e-07 
32      | 21       | 71      | 0                 | 36 42-43 45 53-56 | 50.6565      | 0.081216     | -0.279376    | 50.8237      | -8.10711e-07 
33      | 21       | 71      | 0                 | 36 42-43 45 53-56 | 224.878      | 0.0871076    | -0.292159    | 225.731      | 3.43852e-06  
34      | 21       | 71      | 0                 | 36 42-43 45 53-56 | 7.05543      | 0.0900237    | -0.332081    | 7.08404      | 2.08483e-07  
35      | -1       | 71      | 0                 | 36 42-43 45 53-56 | 1.64103      | 1.25421      | -0.441496    | 3.1275       | 0.33         
36      | -323     | 2       | 0                 | 44                | 54.8943      | 0.078567     | -0.286123    | 55.0721      | 0.954265     
37      | 2        | 71      | 0                 | 46-48             | 141.77       | 2.31453      | 1.56417      | 724.368      | 0.759294     
38      | 21       | 71      | 0                 | 46-48             | 39.3433      | 2.33394      | 1.56198      | 204.889      | -3.8147e-06  
39      | 21       | 71      | 0                 | 46-48             | 10.2567      | 2.18646      | 1.62948      | 46.237       | 6.7435e-07   
40      | 21       | 71      | 0                 | 46-48             | 21.9911      | 2.15077      | 1.72179      | 95.7475      | -2.33602e-06 
41      | 2212     | 1       | 0                 |                   | 0.129963     | 4.40928      | -0.148462    | 5.4247       | 0.93827      
